subjectid;fake_cpr;sex;age;Ethnicity;DODRace;WritingPreference;Installation;Component;Branch;Heightin;weightkg;earlength;footlength;handlength;handbreadth;hipbreadth;chestbreadth;thighcircumference;waistcircumference;anklecircumference;bicepscircumference;calfcircumference;span
4489;060191-0133;Male;20;Cuban;3;Left hand;Fort Stewart;Regular Army;Combat Arms;66;762,000000000000;61;261;183;88;319;301,000000000000;587,000000000000;902,000000000000;217,00;342,000000000000;365,000000000000;1827
911;250473-5945;Male;38;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;65;799,000000000000;57;270;196;86;344;284,000000000000;621,000000000000;901,000000000000;238,00;373,000000000000;427,000000000000;1881
2317;190388-0505;Male;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;71;1096,000000000000;59;288;198;93;392;336,000000000000;703,000000000000;1083,000000000000;280,00;410,000000000000;479,000000000000;1935
4958;060579-7467;Male;32;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;976,000000000000;70;272;192;85;402;278,000000000000;719,000000000000;1071,000000000000;233,00;394,000000000000;406,000000000000;1903
1840;250689-6945;Male;22;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;71;890,000000000000;58;284;200;90;340;286,000000000000;661,000000000000;910,000000000000;233,00;380,000000000000;417,000000000000;1901
5978;251088-8337;Male;22;NA;1;Left hand;Fort Stewart;Regular Army;Combat Arms;70;762,000000000000;56;277;197;90;340;284,000000000000;573,000000000000;840,000000000000;239,00;338,000000000000;381,000000000000;1928
261;190889-2007;Man;21;Mexican Puerto Rican;2;Right hand;Fort Stewart;Regular Army;Combat Arms;72;756,000000000000;58;270;188;84;332;271,000000000000;597,000000000000;785,000000000000;218,00;368,000000000000;388,000000000000;1824
769;120788-5261;Man;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;64;717,000000000000;59;254;176;86;329;261,000000000000;619,000000000000;864,000000000000;225,00;344,000000000000;380,000000000000;1691
3264;161080-9549;Male;30;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;69;822,000000000000;66;260;193;86;351;296,000000000000;632,000000000000;940,000000000000;214,00;377,000000000000;375,000000000000;1810
3394;010175-9491;Male;36;Blackfoot Caribbean Islander Puerto Rican;3;Left hand;Fort Stewart;Regular Army;Combat Service Support;66;951,000000000000;60;267;191;87;363;303,000000000000;715,000000000000;1047,000000000000;244,00;408,000000000000;411,000000000000;1763
1383;051179-6713;Man;31;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;72;867,000000000000;58;287;208;93;338;301,000000000000;635,000000000000;902,000000000000;236,00;361,000000000000;400,000000000000;1911
4116;121189-5947;Male;21;Kiowa;1;Either hand (No preference);Fort Stewart;Regular Army;Combat Arms;71;761,000000000000;58;284;194;85;339;306,000000000000;609,000000000000;825,000000000000;237,00;324,000000000000;398,000000000000;1845
1002;110381-1685;Man;30;Chinese;4;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;772,000000000000;63;274;200;87;343;283,000000000000;592,000000000000;896,000000000000;227,00;319,000000000000;376,000000000000;1924
1442;071177-8385;Man;33;Puerto Rican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;72;941,000000000000;63;270;190;87;385;299,000000000000;708,000000000000;972,000000000000;231,00;371,000000000000;380,000000000000;1865
3124;121084-9651;Man;26;Costa Rican Cuban;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;708,000000000000;61;260;186;84;341;289,000000000000;598,000000000000;852,000000000000;215,00;313,000000000000;366,000000000000;1826
4441;230586-8507;Male;25;NA;1;Either hand (No preference);Fort Stewart;Regular Army;Combat Service Support;72;922,000000000000;64;289;205;95;366;296,000000000000;637,000000000000;955,000000000000;247,00;360,000000000000;400,000000000000;1908
4380;100887-8859;Male;23;NA;1;Left hand;Fort Stewart;Regular Army;Combat Service Support;74;1096,000000000000;67;295;200;90;410;300,000000000000;727,000000000000;1144,000000000000;244,00;384,000000000000;413,000000000000;1864
1325;140290-9181;Male;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;668,000000000000;61;273;197;89;312;289,000000000000;530,000000000000;737,000000000000;231,00;313,000000000000;375,000000000000;1867
2122;171083-2297;Man;27;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;1103,000000000000;67;277;198;87;398;314,000000000000;765,000000000000;1144,000000000000;251,00;396,000000000000;464,000000000000;1936
1417;120874-1809;Man;36;NA;2;Left hand;Fort Stewart;Regular Army;Combat Arms;68;897,000000000000;58;281;208;90;333;284,000000000000;676,000000000000;920,000000000000;234,00;368,000000000000;424,000000000000;1859
594;170891-0821;Male;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;64;655,000000000000;58;253;175;84;338;271,000000000000;621,000000000000;815,000000000000;227,00;308,000000000000;354,000000000000;1678
6200;050493-3899;Male;18;Samoan;6;Right hand;Fort Stewart;Regular Army;Combat Arms;68;630,000000000000;63;263;190;85;322;266,000000000000;533,000000000000;731,000000000000;208,00;294,000000000000;363,000000000000;1875
5808;070190-9253;Male;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;70;770,000000000000;58;267;195;87;336;269,000000000000;634,000000000000;862,000000000000;227,00;319,000000000000;391,000000000000;1831
4694;110492-6507;Man;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;72;951,000000000000;58;272;190;86;354;308,000000000000;631,000000000000;968,000000000000;250,00;347,000000000000;399,000000000000;1895
3607;310776-9541;Male;34;Thai;4;Right hand;Fort Stewart;Regular Army;Combat Service Support;72;696,000000000000;66;271;197;87;336;286,000000000000;552,000000000000;837,000000000000;203,00;310,000000000000;346,000000000000;1913
5971;170489-4319;Man;22;NA;1;Left hand;Fort Stewart;Regular Army;Combat Service Support;72;941,000000000000;64;286;195;94;341;312,000000000000;636,000000000000;937,000000000000;257,00;360,000000000000;444,000000000000;1996
2627;071289-0043;Man;21;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;70;644,000000000000;57;274;196;83;314;279,000000000000;570,000000000000;726,000000000000;209,00;315,000000000000;326,000000000000;1883
3991;080986-4315;Male;24;NA;1;Left hand;Fort Stewart;Regular Army;Combat Arms;74;1012,000000000000;62;300;210;96;366;335,000000000000;682,000000000000;956,000000000000;248,00;423,000000000000;411,000000000000;2015
3311;030191-3305;Male;20;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;74;765,000000000000;59;285;197;90;308;260,000000000000;603,000000000000;811,000000000000;245,00;341,000000000000;367,000000000000;1956
5038;021083-5685;Man;27;Caribbean Islander;3;Either hand (No preference);Fort Stewart;Regular Army;Combat Arms;75;901,000000000000;73;293;202;93;362;276,000000000000;675,000000000000;925,000000000000;225,00;370,000000000000;377,000000000000;1930
3630;211291-1663;Male;19;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;64;685,000000000000;58;255;183;84;325;272,000000000000;589,000000000000;798,000000000000;220,00;333,000000000000;356,000000000000;1675
1658;261285-6309;Male;25;Japanese;1;Right hand;Fort Stewart;Regular Army;Combat Arms;67;607,000000000000;59;251;179;83;302;270,000000000000;538,000000000000;744,000000000000;206,00;314,000000000000;343,000000000000;1783
488;020275-0829;Man;36;Arab or Middle Eastern;1;Right hand;Fort Stewart;Regular Army;Combat Arms;65;702,000000000000;67;254;188;84;324;271,000000000000;552,000000000000;910,000000000000;203,00;316,000000000000;342,000000000000;1766
2869;290386-0279;Male;25;Blackfoot Choctaw Sioux;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;595,000000000000;61;271;198;86;286;272,000000000000;482,000000000000;770,000000000000;209,00;295,000000000000;335,000000000000;1863
1339;260490-5061;Man;21;NA;1;Left hand;Fort Stewart;Regular Army;Combat Service Support;70;705,000000000000;60;262;183;89;329;283,000000000000;567,000000000000;787,000000000000;235,00;333,000000000000;370,000000000000;1764
6095;100289-5035;Male;22;Chinese;4;Right hand;Fort Stewart;Regular Army;Combat Arms;66;704,000000000000;64;267;186;85;330;279,000000000000;600,000000000000;779,000000000000;223,00;330,000000000000;398,000000000000;1833
5075;130488-2083;Man;23;Cuban;3;Right hand;Fort Stewart;Regular Army;Combat Arms;69;894,000000000000;68;272;195;88;354;288,000000000000;654,000000000000;969,000000000000;237,00;363,000000000000;404,000000000000;1857
2125;120591-6533;Man;20;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;66;804,000000000000;59;258;184;87;349;292,000000000000;622,000000000000;888,000000000000;246,00;352,000000000000;410,000000000000;1750
3571;090186-6145;Male;25;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;72;924,000000000000;71;274;196;88;343;344,000000000000;647,000000000000;1029,000000000000;231,00;362,000000000000;401,000000000000;1890
2875;181284-6159;Male;26;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;67;978,000000000000;66;276;192;85;348;289,000000000000;713,000000000000;1017,000000000000;242,00;433,000000000000;427,000000000000;1887
4;110692-0205;Male;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;72;867,000000000000;63;264;194;88;362;290,000000000000;644,000000000000;953,000000000000;245,00;337,000000000000;387,000000000000;1859
1400;231285-6066;Female;25;NA;1;Left hand;Fort Stewart;Regular Army;Combat Service Support;69;716,000000000000;62;251;188;80;359;269,000000000000;615,000000000000;822,000000000000;230,00;284,000000000000;378,000000000000;1808
118;261287-9554;Female;23;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;64;540,000000000000;61;239;180;77;332;245,000000000000;568,000000000000;752,000000000000;195,00;276,000000000000;337,000000000000;1699
62;181183-9060;Female;27;Chinese;4;Right hand;Fort Stewart;Regular Army;Combat Service Support;56;426,000000000000;60;198;145;68;287;234,000000000000;493,000000000000;716,000000000000;211,00;235,000000000000;354,000000000000;1438
5464;021082-9584;Female;28;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;63;585,000000000000;55;236;177;81;322;257,000000000000;545,000000000000;759,000000000000;212,00;287,000000000000;364,000000000000;1715
5547;290189-6110;Female;22;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;828,000000000000;58;264;194;81;371;283,000000000000;686,000000000000;898,000000000000;224,00;317,000000000000;392,000000000000;1858
2747;160690-6093;Man;21;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;69;775,000000000000;54;264;197;93;334;256,000000000000;649,000000000000;816,000000000000;211,00;367,000000000000;374,000000000000;1896
4865;291275-2327;Male;35;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;64;760,000000000000;63;257;176;82;338;283,000000000000;599,000000000000;980,000000000000;214,00;335,000000000000;363,000000000000;1770
2972;270592-2495;Man;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;74;844,000000000000;63;287;202;89;341;299,000000000000;614,000000000000;896,000000000000;248,00;340,000000000000;411,000000000000;1921
2883;190289-0170;Female;22;Caribbean Islander;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;740,000000000000;57;263;203;86;356;263,000000000000;646,000000000000;852,000000000000;211,00;304,000000000000;409,000000000000;1880
2903;280991-1288;Female;19;NA;1;Left hand;Fort Stewart;Regular Army;Combat Service Support;64;765,000000000000;59;238;165;79;369;278,000000000000;668,000000000000;920,000000000000;241,00;340,000000000000;432,000000000000;1605
2467;270785-4948;Female;26;Mexican;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;66;852,000000000000;57;250;183;83;382;282,000000000000;693,000000000000;1047,000000000000;252,00;371,000000000000;445,000000000000;1698
6151;210491-9943;Male;20;Apache Kiowa Mexican;1;Right hand;Fort Stewart;Regular Army;Combat Arms;72;872,000000000000;66;276;196;91;341;297,000000000000;654,000000000000;897,000000000000;248,00;385,000000000000;392,000000000000;1853
4641;260683-5265;Male;28;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;66;907,000000000000;60;259;183;84;341;301,000000000000;638,000000000000;1000,000000000000;240,00;375,000000000000;408,000000000000;1772
5717;150292-3129;Man;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;75;848,000000000000;65;271;194;87;340;289,000000000000;592,000000000000;880,000000000000;228,00;343,000000000000;380,000000000000;1935
3719;020784-3186;Woman;27;NA;1;Right hand;Fort Stewart;Regular Army;Combat Support;62;671,000000000000;58;235;180;78;362;249,000000000000;651,000000000000;904,000000000000;219,00;328,000000000000;370,000000000000;1624
3734;100683-3683;Male;28;NA;2;Right hand;Fort Stewart;Regular Army;Combat Support;73;1017,000000000000;62;285;208;90;368;301,000000000000;697,000000000000;1090,000000000000;233,00;412,000000000000;394,000000000000;1950
4453;020187-8210;Female;24;NA;1;Right hand;Fort Stewart;Regular Army;Combat Support;71;760,000000000000;59;251;181;81;376;283,000000000000;651,000000000000;875,000000000000;227,00;313,000000000000;389,000000000000;1769
5684;060587-0981;Male;24;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;66;829,000000000000;67;241;164;90;332;272,000000000000;652,000000000000;955,000000000000;208,00;391,000000000000;383,000000000000;1665
1735;010782-5559;Male;29;NA;2;Left hand;Fort Stewart;Regular Army;Combat Arms;81;840,000000000000;57;281;198;88;326;292,000000000000;608,000000000000;946,000000000000;222,00;382,000000000000;356,000000000000;1929
5634;250183-3011;Male;28;Guamanian/Chamorro;2;Right hand;Fort Stewart;Regular Army;Combat Arms;71;957,000000000000;69;277;205;93;370;287,000000000000;685,000000000000;978,000000000000;233,00;392,000000000000;420,000000000000;1876
2179;230977-5879;Man;33;NA;1;Right hand;Fort McCoy;Army Reserve;Combat Arms;78;1205,000000000000;62;294;215;102;375;319,000000000000;695,000000000000;1076,000000000000;240,00;429,000000000000;432,000000000000;2048
3138;270374-2009;Male;37;Puerto Rican;3;Left hand;Fort Stewart;Regular Army;Combat Arms;69;781,000000000000;58;253;193;87;325;294,000000000000;622,000000000000;933,000000000000;208,00;317,000000000000;370,000000000000;1822
4482;150389-6839;Male;22;Arab or Middle Eastern;4;Right hand;Fort Stewart;Regular Army;Combat Arms;67;639,000000000000;59;271;177;88;294;257,000000000000;533,000000000000;732,000000000000;225,00;308,000000000000;380,000000000000;1726
5103;230474-3031;Male;37;Mexican Pomo;5;Right hand;Fort Stewart;Regular Army;Combat Arms;64;855,000000000000;63;262;177;86;351;306,000000000000;651,000000000000;1065,000000000000;220,00;399,000000000000;394,000000000000;1739
5650;270784-6453;Male;27;Cherokee;2;Right hand;Fort Stewart;Regular Army;Combat Arms;74;1301,000000000000;59;297;218;93;444;309,000000000000;843,000000000000;1234,000000000000;251,00;428,000000000000;453,000000000000;2035
2247;200882-5327;Male;28;Puerto Rican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;64;698,000000000000;61;254;175;80;321;270,000000000000;608,000000000000;857,000000000000;220,00;326,000000000000;393,000000000000;1705
3258;011162-0105;Male;48;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;69;992,000000000000;65;264;200;90;378;291,000000000000;705,000000000000;1030,000000000000;223,00;431,000000000000;402,000000000000;1892
4472;180476-2833;Male;35;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;68;1130,000000000000;62;277;191;93;384;299,000000000000;791,000000000000;1076,000000000000;245,00;456,000000000000;455,000000000000;1778
5202;030884-2520;Woman;26;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;67;695,000000000000;60;256;186;85;361;266,000000000000;640,000000000000;850,000000000000;219,00;290,000000000000;386,000000000000;1737
530;030286-9982;Female;25;NA;1;Right hand;Fort Stewart;Regular Army;Combat Support;66;754,000000000000;60;245;173;78;376;285,000000000000;656,000000000000;987,000000000000;223,00;311,000000000000;395,000000000000;1739
1061;230289-5260;Female;22;NA;1;Right hand;Fort Stewart;Regular Army;Combat Support;63;663,000000000000;61;237;175;80;385;277,000000000000;629,000000000000;870,000000000000;230,00;302,000000000000;385,000000000000;1623
1616;230880-1563;Man;30;Caribbean Islander;2;Right hand;Fort Stewart;Regular Army;Combat Arms;70;810,000000000000;61;279;192;87;340;281,000000000000;635,000000000000;892,000000000000;216,00;362,000000000000;386,000000000000;1861
5275;280469-4814;Female;42;Colombian;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;60;480,000000000000;57;230;161;72;330;248,000000000000;529,000000000000;743,000000000000;193,00;270,000000000000;323,000000000000;1553
4877;121286-4700;Woman;24;Thai;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;67;830,000000000000;58;264;188;77;387;292,000000000000;677,000000000000;910,000000000000;221,00;335,000000000000;415,000000000000;1802
5001;030985-3902;Female;25;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;66;756,000000000000;63;262;195;79;382;279,000000000000;653,000000000000;964,000000000000;225,00;302,000000000000;385,000000000000;1823
4859;260965-7104;Female;45;NA;2;Right hand;Fort Stewart;Regular Army;Combat Support;66;784,000000000000;60;259;190;83;363;280,000000000000;626,000000000000;934,000000000000;227,00;331,000000000000;396,000000000000;1762
6067;100181-2996;Female;30;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;65;594,000000000000;56;244;185;76;352;263,000000000000;585,000000000000;780,000000000000;204,00;289,000000000000;363,000000000000;1744
6102;300869-4012;Woman;41;NA;2;Right hand;Fort Stewart;Regular Army;Combat Support;64;766,000000000000;56;241;177;79;375;283,000000000000;669,000000000000;951,000000000000;213,00;344,000000000000;402,000000000000;1732
5861;120273-5296;Female;38;Caribbean Islander;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;80;678,000000000000;54;266;199;78;332;259,000000000000;594,000000000000;795,000000000000;214,00;321,000000000000;358,000000000000;1843
1565;240891-0385;Male;19;Chinook;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;66;581,000000000000;59;256;183;82;319;266,000000000000;542,000000000000;763,000000000000;207,00;279,000000000000;328,000000000000;1796
5112;180276-0883;Male;35;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Support;71;1001,000000000000;66;271;194;88;351;305,000000000000;667,000000000000;1035,000000000000;247,00;385,000000000000;420,000000000000;1873
4275;261186-8241;Man;24;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;729,000000000000;71;264;178;84;329;288,000000000000;620,000000000000;862,000000000000;227,00;324,000000000000;382,000000000000;1759
3717;071181-2447;Male;29;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;779,000000000000;60;264;180;84;336;267,000000000000;638,000000000000;868,000000000000;218,00;359,000000000000;378,000000000000;1809
277;230782-2611;Male;29;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;791,000000000000;58;265;190;92;344;280,000000000000;631,000000000000;985,000000000000;235,00;349,000000000000;394,000000000000;1842
2714;050984-6105;Male;26;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;1042,000000000000;68;277;178;86;404;316,000000000000;677,000000000000;1130,000000000000;239,00;387,000000000000;398,000000000000;1876
2544;050488-3367;Male;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;67;862,000000000000;59;254;172;84;367;299,000000000000;657,000000000000;1006,000000000000;254,00;370,000000000000;419,000000000000;1666
5166;081279-5047;Male;NA;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;948,000000000000;70;264;187;88;356;296,000000000000;653,000000000000;1056,000000000000;241,00;357,000000000000;394,000000000000;1863
3754;111190-5153;Male;20;Puerto Rican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;859,000000000000;69;271;194;81;330;281,000000000000;638,000000000000;920,000000000000;242,00;358,000000000000;395,000000000000;1845
2633;101077-1345;Male;33;Cherokee;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;67;829,000000000000;58;248;179;86;376;256,000000000000;680,000000000000;1013,000000000000;233,00;362,000000000000;401,000000000000;1734
4918;081279-9043;Male;31;Puerto Rican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;870,000000000000;68;268;195;86;355;281,000000000000;688,000000000000;1000,000000000000;223,00;362,000000000000;383,000000000000;1806
1688;031184-8605;Man;26;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;73;724,000000000000;66;257;187;83;328;277,000000000000;527,000000000000;765,000000000000;227,00;324,000000000000;392,000000000000;1919
5644;111088-8847;Male;22;Chippewa Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Service Support;69;992,000000000000;63;273;202;86;404;286,000000000000;737,000000000000;1127,000000000000;223,00;390,000000000000;391,000000000000;1862
4398;290989-9875;Male;21;Blackfoot;1;Right hand;Fort Stewart;Regular Army;Combat Support;70;769,000000000000;63;277;188;84;334;286,000000000000;608,000000000000;841,000000000000;238,00;320,000000000000;407,000000000000;1864
408;100286-7211;Male;25;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;71;1200,000000000000;62;290;197;93;423;325,000000000000;760,000000000000;1188,000000000000;244,00;411,000000000000;430,000000000000;1902
1217;060284-0719;Male;27;Arab or Middle Eastern;1;Right hand;Fort Stewart;Regular Army;Combat Arms;66;694,000000000000;64;257;179;84;334;268,000000000000;597,000000000000;860,000000000000;222,00;330,000000000000;358,000000000000;1688
319;111186-3201;Man;24;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;68;894,000000000000;63;267;190;93;352;292,000000000000;659,000000000000;1010,000000000000;234,00;373,000000000000;407,000000000000;1825
6137;191183-1891;Man;27;Mexican;2;Right hand;Fort Stewart;Regular Army;Combat Support;69;903,000000000000;61;267;198;86;362;284,000000000000;644,000000000000;1012,000000000000;224,00;373,000000000000;380,000000000000;1883
1758;200878-2867;Male;32;NA;2;Left hand;Fort Stewart;Regular Army;Combat Service Support;70;677,000000000000;66;259;188;87;315;264,000000000000;577,000000000000;831,000000000000;224,00;295,000000000000;374,000000000000;1894
5508;080884-9199;Male;26;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;811,000000000000;60;261;191;91;348;274,000000000000;645,000000000000;907,000000000000;247,00;366,000000000000;401,000000000000;1809
1013;180185-1721;Man;26;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;70;753,000000000000;61;274;191;92;334;279,000000000000;566,000000000000;803,000000000000;228,00;345,000000000000;383,000000000000;1811
886;241271-6511;Man;39;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;73;869,000000000000;67;286;206;85;346;309,000000000000;626,000000000000;940,000000000000;230,00;337,000000000000;380,000000000000;1935
2650;021086-3007;Male;24;Mexican;1;Right hand;Fort Stewart;Regular Army;Combat Arms;73;975,000000000000;66;287;201;94;362;298,000000000000;653,000000000000;1012,000000000000;227,00;371,000000000000;401,000000000000;1976
5934;170587-4621;Male;24;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;71;852,000000000000;65;287;205;84;335;271,000000000000;626,000000000000;851,000000000000;233,00;372,000000000000;397,000000000000;1940
5234;150191-9683;Male;20;Mexican;3;Right hand;Fort Stewart;Regular Army;Combat Arms;66;803,000000000000;67;256;187;84;331;289,000000000000;642,000000000000;910,000000000000;231,00;358,000000000000;383,000000000000;1739
318;251087-1329;Male;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;69;749,000000000000;60;261;181;90;326;278,000000000000;597,000000000000;834,000000000000;243,00;342,000000000000;413,000000000000;1802
86;120570-4359;Male;41;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;810,000000000000;59;270;196;91;347;277,000000000000;617,000000000000;940,000000000000;224,00;357,000000000000;372,000000000000;1873
5406;290888-7663;Male;22;NA;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;68;696,000000000000;60;274;200;85;313;262,000000000000;574,000000000000;760,000000000000;215,00;335,000000000000;368,000000000000;1876
5587;240280-6101;Male;31;NA;1;Right hand;Fort Stewart;Regular Army;Combat Service Support;66;644,000000000000;60;255;186;88;326;267,000000000000;572,000000000000;818,000000000000;215,00;339,000000000000;354,000000000000;1706
4306;141289-2021;Man;21;Colombian Ecuadorian;3;Right hand;Fort Stewart;Regular Army;Combat Arms;70;736,000000000000;67;277;206;86;341;303,000000000000;605,000000000000;880,000000000000;227,00;337,000000000000;371,000000000000;1942
1449;150880-5193;Male;30;Caribbean Islander;2;Right hand;Fort Stewart;Regular Army;Combat Service Support;67;730,000000000000;60;266;186;86;309;282,000000000000;572,000000000000;827,000000000000;213,00;351,000000000000;393,000000000000;1888
3746;121187-4697;Man;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;67;772,000000000000;66;257;183;89;327;293,000000000000;608,000000000000;821,000000000000;218,00;343,000000000000;387,000000000000;1801
4523;250691-5523;Male;20;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;71;868,000000000000;68;281;192;88;344;273,000000000000;635,000000000000;875,000000000000;247,00;380,000000000000;427,000000000000;1836
3534;130690-3315;Male;21;NA;1;Either hand (No preference);Fort Stewart;Regular Army;Combat Arms;69;1015,000000000000;68;274;190;96;377;296,000000000000;674,000000000000;1045,000000000000;247,00;407,000000000000;432,000000000000;1848
5747;300490-3313;Male;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;67;802,000000000000;64;261;188;91;352;287,000000000000;631,000000000000;923,000000000000;235,00;341,000000000000;394,000000000000;1822
3278;260690-8677;Male;21;NA;2;Right hand;Fort Stewart;Regular Army;Combat Arms;72;840,000000000000;54;287;202;86;345;272,000000000000;614,000000000000;844,000000000000;248,00;357,000000000000;409,000000000000;1918
1257;080490-7595;Man;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;73;807,000000000000;62;274;195;84;336;292,000000000000;605,000000000000;882,000000000000;226,00;337,000000000000;375,000000000000;1906
3743;270587-3007;Male;24;Colombian;3;Right hand;Fort Stewart;Regular Army;Combat Arms;73;1202,000000000000;60;292;202;85;397;303,000000000000;814,000000000000;1096,000000000000;260,00;446,000000000000;466,000000000000;1973
3636;130389-7893;Male;22;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;77;962,000000000000;68;285;212;90;343;315,000000000000;639,000000000000;920,000000000000;241,00;360,000000000000;373,000000000000;2047
916;150790-7443;Male;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;71;676,000000000000;60;273;190;84;326;277,000000000000;531,000000000000;787,000000000000;207,00;325,000000000000;354,000000000000;1803
3868;271189-1987;Male;21;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;69;880,000000000000;62;266;184;88;351;292,000000000000;678,000000000000;900,000000000000;238,00;380,000000000000;400,000000000000;1780
907;260284-4341;Male;27;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;68;784,000000000000;63;266;190;87;340;288,000000000000;617,000000000000;1012,000000000000;209,00;325,000000000000;354,000000000000;1846
5351;020492-3627;Male;19;NA;1;Left hand;Fort Stewart;Regular Army;Combat Arms;68;615,000000000000;60;266;195;82;297;268,000000000000;517,000000000000;752,000000000000;206,00;300,000000000000;342,000000000000;1817
5420;240289-1993;Man;22;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;67;752,000000000000;60;259;180;88;344;259,000000000000;615,000000000000;906,000000000000;218,00;360,000000000000;365,000000000000;1740
3501;230692-5615;Man;19;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;70;657,000000000000;65;281;199;88;314;284,000000000000;531,000000000000;773,000000000000;220,00;284,000000000000;344,000000000000;1876
5244;260284-4965;Man;27;Caribbean Islander;2;Either hand (No preference);Fort Stewart;Regular Army;Combat Arms;77;686,000000000000;64;301;209;86;311;264,000000000000;541,000000000000;730,000000000000;232,00;300,000000000000;355,000000000000;2058
5066;290987-9717;Male;23;NA;1;Right hand;Fort Stewart;Regular Army;Combat Arms;72;865,000000000000;57;279;212;90;331;308,000000000000;610,000000000000;882,000000000000;252,00;365,000000000000;388,000000000000;1899
